Checker	Path	Line	Column	Message
variableScope	auxic-ares/src/lib/ares_query.c	41	17	The scope of the variable 'xorIndex' can be reduced.
variableScope	auxic-ares/src/lib/ares_query.c	144	16	The scope of the variable 'ancount' can be reduced.
variableScope	auxic-ares/src/lib/ares_query.c	145	7	The scope of the variable 'rcode' can be reduced.
uninitvar	auxic-ares/src/lib/ares_query.c	70	41	Uninitialized variable: qid
ConfigurationNotChecked	auxic-ares/src/lib/ares_query.c	158	0	Skipping configuration 'CARES_STATICLIB=1;DOCTEST_CONFIG_SUPER_FAST_ASSERTS=1;HAVE_CONFIG_H=1;_GNU_SOURCE=1;_POSIX_C_SOURCE=199309L;_XOPEN_SOURCE=600;NDEBUG=1;__PIC__=1;HAVE_ARPA_NAMESER_COMPAT_H;NOERROR;_WIN32;CARES_TYPEOF_ARES_SOCKLEN_T;_MSC_VER;__POCC__OLDNAMES' since the value of 'NOERROR' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.
useInitializationList	auxibinpac/src/pac_common.h	28	3	Variable 'filename' is assigned in constructor body. Consider performing initialization in initialization list.
noExplicitConstructor	auxibinpac/src/pac_id.h	47	2	Class 'ID' has a constructor with 1 argument that is not explicit.
noExplicitConstructor	auxibinpac/src/pac_expr.h	21	2	Class 'Expr' has a constructor with 1 argument that is not explicit.
noExplicitConstructor	auxibinpac/src/pac_expr.h	22	2	Class 'Expr' has a constructor with 1 argument that is not explicit.
noExplicitConstructor	auxibinpac/src/pac_expr.h	23	2	Class 'Expr' has a constructor with 1 argument that is not explicit.
noExplicitConstructor	auxibinpac/src/pac_expr.h	24	2	Class 'Expr' has a constructor with 1 argument that is not explicit.
noExplicitConstructor	auxibinpac/src/pac_expr.h	25	2	Class 'Expr' has a constructor with 1 argument that is not explicit.
noExplicitConstructor	auxibinpac/src/pac_inputbuf.h	12	2	Class 'InputBuffer' has a constructor with 1 argument that is not explicit.
noExplicitConstructor	auxibinpac/src/pac_output.h	13	2	Class 'OutputException' has a constructor with 1 argument that is not explicit.
noExplicitConstructor	auxibinpac/src/pac_output.h	24	2	Class 'Output' has a constructor with 1 argument that is not explicit.
missingOverride	auxibinpac/src/pac_datadep.h	59	7	The function 'PreProcess' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_datadep.h	60	7	The function 'PostProcess' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_decl.h	81	7	The function 'Prepare' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_decl.h	82	7	The function 'GenExternDeclaration' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_decl.h	83	7	The function 'GenForwardDeclaration' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_decl.h	86	7	The function 'GenCode' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_field.h	73	7	The function 'DoTraverse' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_withinput.h	16	7	The function 'Prepare' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_withinput.h	27	7	The function 'GenEval' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_withinput.h	29	7	The function 'RequiresAnalyzerContext' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_withinput.h	32	7	The function 'DoTraverse' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_expr.h	92	7	The function 'DoTraverse' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_expr.h	133	7	The function 'DoTraverse' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_inputbuf.h	18	7	The function 'DoTraverse' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_type.h	239	7	The function 'DoTraverse' overrides a function in a base class but is not marked with a 'override' specifier.
passedByValue	auxibinpac/src/pac_id.h	47	12	Function parameter 'arg_name' should be passed by const reference.
arrayIndexOutOfBoundsCond	auxispicy/spicy/3rdparty/utf8proc/utf8proc.c	666	43	Either the condition 'starter_property->comb_index<0x8000' is redundant or the array 'utf8proc_combinations[5414]' is accessed at index 32767, which is out of bounds.
knownConditionTrueFalse	auxispicy/spicy/3rdparty/utf8proc/utf8proc.c	648	27	Condition 'hangul_sindex>=0' is always false
variableScope	auxispicy/spicy/3rdparty/utf8proc/utf8proc.c	535	22	The scope of the variable 'decomp_result' can be reduced.
variableScope	auxispicy/spicy/3rdparty/utf8proc/utf8proc.c	592	22	The scope of the variable 'uc' can be reduced.
variableScope	auxispicy/spicy/3rdparty/utf8proc/utf8proc.c	622	22	The scope of the variable 'current_char' can be reduced.
variableScope	auxic-ares/src/lib/ares_parse_uri_reply.c	48	15	The scope of the variable 'rr_type' can be reduced.
variableScope	auxic-ares/src/lib/ares_parse_uri_reply.c	48	24	The scope of the variable 'rr_class' can be reduced.
variableScope	auxic-ares/src/lib/ares_parse_uri_reply.c	48	34	The scope of the variable 'rr_len' can be reduced.
variableScope	auxic-ares/src/lib/ares_parse_uri_reply.c	48	42	The scope of the variable 'rr_ttl' can be reduced.
noCopyConstructor	auxibinpac/src/pac_type.cc	49	2	Class 'Type' does not have a copy constructor which is recommended since it has dynamic memory/resource allocation(s).
noOperatorEq	auxibinpac/src/pac_type.cc	49	2	Class 'Type' does not have a operator= which is recommended since it has dynamic memory/resource allocation(s).
noExplicitConstructor	auxibinpac/src/pac_analyzer.h	96	2	Class 'AnalyzerElement' has a constructor with 1 argument that is not explicit.
noExplicitConstructor	auxibinpac/src/pac_analyzer.h	109	2	Class 'AnalyzerState' has a constructor with 1 argument that is not explicit.
noExplicitConstructor	auxibinpac/src/pac_action.h	64	2	Class 'ActionParamType' has a constructor with 1 argument that is not explicit.
noExplicitConstructor	auxibinpac/src/pac_array.h	12	2	Class 'ArrayType' has a constructor with 1 argument that is not explicit.
noExplicitConstructor	auxibinpac/src/pac_attr.h	31	2	Class 'Attr' has a constructor with 1 argument that is not explicit.
noExplicitConstructor	auxibinpac/src/pac_attr.h	59	2	Class 'LetAttr' has a constructor with 1 argument that is not explicit.
noExplicitConstructor	auxibinpac/src/pac_btype.h	18	2	Class 'BuiltInType' has a constructor with 1 argument that is not explicit.
noExplicitConstructor	auxibinpac/src/pac_exception.h	12	2	Class 'Exception' has a constructor with 1 argument that is not explicit.
noExplicitConstructor	auxibinpac/src/pac_exception.h	24	2	Class 'ExceptionIDNotFound' has a constructor with 1 argument that is not explicit.
noExplicitConstructor	auxibinpac/src/pac_exception.h	34	2	Class 'ExceptionIDRedefinition' has a constructor with 1 argument that is not explicit.
noExplicitConstructor	auxibinpac/src/pac_exception.h	44	2	Class 'ExceptionIDNotEvaluated' has a constructor with 1 argument that is not explicit.
noExplicitConstructor	auxibinpac/src/pac_exception.h	54	2	Class 'ExceptionCyclicDependence' has a constructor with 1 argument that is not explicit.
noExplicitConstructor	auxibinpac/src/pac_exception.h	70	2	Class 'ExceptionIDNotField' has a constructor with 1 argument that is not explicit.
noExplicitConstructor	auxibinpac/src/pac_exception.h	89	2	Class 'ExceptionNonConstExpr' has a constructor with 1 argument that is not explicit.
noExplicitConstructor	auxibinpac/src/pac_exception.h	98	2	Class 'ExceptionInvalidCaseSizeExpr' has a constructor with 1 argument that is not explicit.
noExplicitConstructor	auxibinpac/src/pac_exception.h	107	2	Class 'ExceptionInvalidCaseLimitExpr' has a constructor with 1 argument that is not explicit.
missingOverride	auxibinpac/src/pac_typedecl.h	11	7	The function 'Prepare' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_typedecl.h	12	7	The function 'GenForwardDeclaration' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_typedecl.h	13	7	The function 'GenCode' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_typedecl.h	15	7	The function 'env' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_typedecl.h	23	7	The function 'ProcessAttr' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_analyzer.h	28	7	The function 'Prepare' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_analyzer.h	29	7	The function 'GenForwardDeclaration' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_analyzer.h	32	7	The function 'GenInitCode' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_analyzer.h	33	7	The function 'GenCleanUpCode' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_analyzer.h	44	7	The function 'GenPubDecls' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_analyzer.h	45	7	The function 'GenPrivDecls' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_analyzer.h	152	7	The function 'GenInitCode' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_array.h	15	7	The function 'DefineValueVar' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_array.h	16	9	The function 'DataTypeStr' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_array.h	17	9	The function 'DefaultValue' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_array.h	18	8	The function 'ElementDataType' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_array.h	20	9	The function 'EvalElement' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_array.h	22	7	The function 'ProcessAttr' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_array.h	24	7	The function 'Prepare' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_array.h	26	7	The function 'GenPubDecls' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_array.h	27	7	The function 'GenPrivDecls' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_array.h	29	7	The function 'GenInitCode' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_array.h	30	7	The function 'GenCleanUpCode' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_array.h	32	6	The function 'StaticSize' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_array.h	34	7	The function 'SetBoundaryChecked' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_array.h	37	7	The function 'IsPointerType' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_array.h	42	7	The function 'DoGenParseCode' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_array.h	43	7	The function 'GenDynamicSize' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_array.h	49	7	The function 'ByteOrderSensitive' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_array.h	50	7	The function 'RequiresAnalyzerContext' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_array.h	52	8	The function 'DoClone' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_array.h	54	7	The function 'DoMarkIncrementalInput' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_array.h	63	7	The function 'DoTraverse' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_attr.h	45	7	The function 'DoTraverse' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_btype.h	25	7	The function 'IsNumericType' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_btype.h	27	7	The function 'DefineValueVar' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_btype.h	28	9	The function 'DataTypeStr' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_btype.h	29	9	The function 'DefaultValue' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_btype.h	31	6	The function 'StaticSize' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_btype.h	33	7	The function 'IsPointerType' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_btype.h	35	7	The function 'ByteOrderSensitive' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_btype.h	37	7	The function 'GenInitCode' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_btype.h	39	7	The function 'DoMarkIncrementalInput' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_btype.h	42	7	The function 'DoGenParseCode' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_btype.h	43	7	The function 'GenDynamicSize' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_btype.h	44	8	The function 'DoClone' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_context.h	45	7	The function 'GenForwardDeclaration' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_context.h	46	7	The function 'GenCode' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_context.h	72	7	The function 'DefineValueVar' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_context.h	73	9	The function 'DataTypeStr' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_context.h	79	6	The function 'StaticSize' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_context.h	85	7	The function 'ByteOrderSensitive' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_context.h	87	7	The function 'IsPointerType' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_context.h	93	7	The function 'DoGenParseCode' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_context.h	96	7	The function 'GenDynamicSize' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_context.h	99	8	The function 'DoClone' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_context.h	100	7	The function 'DoMarkIncrementalInput' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_exttype.h	22	7	The function 'DefineValueVar' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_exttype.h	23	9	The function 'DataTypeStr' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_exttype.h	24	6	The function 'StaticSize' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_exttype.h	25	7	The function 'ByteOrderSensitive' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_exttype.h	27	9	The function 'EvalMember' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_exttype.h	28	7	The function 'IsNumericType' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_exttype.h	29	7	The function 'IsPointerType' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_exttype.h	31	7	The function 'GenInitCode' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_exttype.h	34	7	The function 'DoGenParseCode' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_exttype.h	35	7	The function 'GenDynamicSize' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_exttype.h	37	8	The function 'DoClone' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_let.h	15	7	The function 'Prepare' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_let.h	17	7	The function 'GenInitCode' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_let.h	19	7	The function 'GenEval' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_let.h	21	7	The function 'RequiresAnalyzerContext' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_let.h	24	7	The function 'DoTraverse' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_let.h	38	7	The function 'Prepare' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_let.h	39	7	The function 'GenForwardDeclaration' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_let.h	40	7	The function 'GenCode' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_let.h	41	7	The function 'GenEval' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_paramtype.h	15	9	The function 'EvalMember' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_paramtype.h	20	7	The function 'DefineValueVar' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_paramtype.h	21	9	The function 'DataTypeStr' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_paramtype.h	22	9	The function 'DefaultValue' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_paramtype.h	23	8	The function 'MemberDataType' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_paramtype.h	29	7	The function 'GenCleanUpCode' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_paramtype.h	31	6	The function 'StaticSize' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_paramtype.h	33	7	The function 'IsPointerType' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_paramtype.h	35	7	The function 'ByteOrderSensitive' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_paramtype.h	36	7	The function 'RequiresAnalyzerContext' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_paramtype.h	38	7	The function 'GenInitCode' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_paramtype.h	43	13	The function 'buffer_mode' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_paramtype.h	46	7	The function 'GenNewInstance' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_paramtype.h	48	7	The function 'DoTraverse' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_paramtype.h	49	8	The function 'DoClone' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_paramtype.h	50	7	The function 'DoMarkIncrementalInput' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_paramtype.h	57	7	The function 'DoGenParseCode' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_paramtype.h	58	7	The function 'GenDynamicSize' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_strtype.h	22	7	The function 'DefineValueVar' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_strtype.h	23	9	The function 'DataTypeStr' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_strtype.h	24	9	The function 'DefaultValue' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_strtype.h	25	8	The function 'ElementDataType' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_strtype.h	27	7	The function 'Prepare' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_strtype.h	29	7	The function 'GenPubDecls' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_strtype.h	30	7	The function 'GenPrivDecls' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_strtype.h	32	7	The function 'GenInitCode' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_strtype.h	33	7	The function 'GenCleanUpCode' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_strtype.h	35	7	The function 'DoMarkIncrementalInput' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_strtype.h	37	6	The function 'StaticSize' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_strtype.h	39	7	The function 'IsPointerType' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_strtype.h	41	7	The function 'ProcessAttr' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_strtype.h	53	7	The function 'DoGenParseCode' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_strtype.h	57	7	The function 'GenDynamicSize' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_strtype.h	61	8	The function 'DoClone' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_strtype.h	64	7	The function 'ByteOrderSensitive' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_strtype.h	67	7	The function 'DoTraverse' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_varfield.h	15	7	The function 'GenPubDecls' overrides a function in a base class but is not marked with a 'override' specifier.
missingOverride	auxibinpac/src/pac_varfield.h	42	7	The function 'GenPubDecls' overrides a function in a base class but is not marked with a 'override' specifier.
shadowFunction	auxibinpac/src/pac_type.cc	288	7	Local variable 'parsing_complete_var' shadows outer function
passedByValue	auxibinpac/src/pac_exception.h	15	21	Function parameter 's' should be passed by const reference.
variableScope	auxiparaglob/src/ahocorasick/ahocorasick.c	96	19	The scope of the variable 'alpha' can be reduced.
