Checker	Path	Line	Column	Message
shadowVariable	builtipush.c	465	7	Local variable 'recurse_submodules' shadows outer variable
clarifyCondition	builticonfig.c	306	20	Boolean result is used in bitwise operation. Clarify expression with parentheses.
shadowVariable	builticonfig.c	190	13	Local variable 'term' shadows outer variable
shadowVariable	builticonfig.c	203	13	Local variable 'term' shadows outer variable
variableScope	builtiinterpret-trailers.c	47	27	The scope of the variable 'item' can be reduced.
shadowFunction	builtimerge-tree.c	415	22	Local variable 'result' shadows outer function
shadowFunction	builtimerge-tree.c	535	8	Local variable 'result' shadows outer function
unusedStructMember	xdifxhistogram.c	65	8	struct member 'histindex::key_shift' is never used.
nullPointerArithmeticRedundantCheck	builtiam.c	1371	27	Either the condition '!msg' is redundant or there is pointer arithmetic with NULL pointer.
shadowVariable	builtiam.c	1857	18	Local variable 'sb' shadows outer variable
knownConditionTrueFalse	builticlean.c	778	7	Condition '!eof' is always true
variableScope	builticlean.c	289	14	The scope of the variable 'qname' can be reduced.
variableScope	builticlean.c	672	18	The scope of the variable 'ignore_list' can be reduced.
variableScope	builticlean.c	674	23	The scope of the variable 'pl' can be reduced.
nullPointerRedundantCheck	reftablblock.c	445	40	Either the condition 'blockp' is redundant or there is possible null pointer dereference: blockp.
variableScope	builtifsck.c	470	17	The scope of the variable 'obj' can be reduced.
variableScope	builtifsck.c	894	13	The scope of the variable 'total' can be reduced.
shadowVariable	builtirebase.c	1425	7	Local variable 'i' shadows outer variable
shadowVariable	builtirebase.c	1464	7	Local variable 'i' shadows outer variable
clarifyCalculation	builtirebase.c	329	41	Clarify calculation precedence for '&' and '?'.
constParameter	builtirebase.c	856	45	Parameter 'from' can be declared as pointer to const
uselessAssignmentPtrArg	builtifast-import.c	2504	4	Assignment of function parameter has no effect outside the function. Did you forget dereferencing it?
nullPointerRedundantCheck	builtifast-import.c	1286	31	Either the condition '!c' is redundant or there is possible null pointer dereference: c.
nullPointerRedundantCheck	builtifast-import.c	2548	22	Either the condition '!buf' is redundant or there is possible null pointer dereference: buf.
nullPointerRedundantCheck	builtifast-import.c	3332	3	Either the condition '!f' is redundant or there is possible null pointer dereference: f.
nullPointerArithmeticRedundantCheck	builtifast-import.c	1274	19	Either the condition '!buf' is redundant or there is pointer arithmetic with NULL pointer.
nullPointerArithmeticRedundantCheck	builtifast-import.c	3333	3	Either the condition '!f' is redundant or there is pointer arithmetic with NULL pointer.
redundantAssignment	builtifast-import.c	1933	6	Variable 'num' is reassigned a value before the old one has been used.
variableScope	builtifast-import.c	727	21	The scope of the variable 'a' can be reduced.
variableScope	builtifast-import.c	2099	21	The scope of the variable 'e' can be reduced.
variableScope	builtifast-import.c	2100	18	The scope of the variable 'tmp_hex_oid_len' can be reduced.
variableScope	builtifast-import.c	2100	35	The scope of the variable 'tmp_fullpath_len' can be reduced.
variableScope	builtifast-import.c	3090	35	The scope of the variable 'top' can be reduced.
shadowFunction	builtifast-import.c	1089	29	Local variable 'checkpoint' shadows outer function
unreadVariable	builtifast-import.c	2799	22	Variable 'from_mark' is assigned a value that is never used.
va_end_missing	builtifast-import.c	429	1	va_list 'cp' was opened but not closed by va_end().
ConfigurationNotChecked	builtifast-import.c	452	0	Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATH=/proc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;SIGUSR1' since the value of 'SIGUSR1' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.
constParameter	compaobstack.c	315	48	Parameter 'obj' can be declared as pointer to const
unusedStructMember	compaobstack.c	61	13	union member 'fooround::i' is never used.
unusedStructMember	compaobstack.c	62	15	union member 'fooround::d' is never used.
unusedStructMember	compaobstack.c	63	9	union member 'fooround::p' is never used.
unusedStructMember	compaobstack.c	67	8	struct member 'fooalign::c' is never used.
unusedStructMember	compaobstack.c	68	18	struct member 'fooalign::u' is never used.
ConfigurationNotChecked	compaobstack.h	161	0	Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATH=/proc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;__PTRDIFF_TYPE__' since the value of '__PTRDIFF_TYPE__' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.
ConfigurationNotChecked	compaobstack.c	171	0	Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATH=/proc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;__PTRDIFF_TYPE__' since the value of '__PTRDIFF_TYPE__' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.
ConfigurationNotChecked	compaobstack.c	220	0	Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATH=/proc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;__PTRDIFF_TYPE__' since the value of '__PTRDIFF_TYPE__' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.
ConfigurationNotChecked	compaobstack.c	263	0	Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATH=/proc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;__PTRDIFF_TYPE__' since the value of '__PTRDIFF_TYPE__' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.
ConfigurationNotChecked	compaobstack.c	290	0	Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATH=/proc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;__PTRDIFF_TYPE__' since the value of '__PTRDIFF_TYPE__' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.
variableScope	builtidiff-tree.c	110	7	The scope of the variable 'line' can be reduced.
uselessAssignmentArg	builtistash.c	810	2	Assignment of function parameter has no effect outside the function.
uselessAssignmentArg	builtistash.c	1739	4	Assignment of function parameter has no effect outside the function.
shadowVariable	builtistash.c	1677	25	Local variable 'cp' shadows outer variable
unreadVariable	builtistash.c	1739	8	Variable 'argc' is assigned a value that is never used.
ConfigurationNotChecked	git-compat-util.h	1336	0	Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATHproc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;ETC_GITCONFIG=/usr/local/etc/gitconfig;BIG_ENDIAN;BYTE_ORDER;LITTLE_ENDIAN;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.
ConfigurationNotChecked	git-compat-util.h	1336	0	Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATHproc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;ETC_GITCONFIG=/usr/local/etc/gitconfig;_MSC_VER;_M_ARM64;_M_IX86;_M_X64;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.
ConfigurationNotChecked	git-compat-util.h	1336	0	Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATHproc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;ETC_GITCONFIG=/usr/local/etc/gitconfig;__BIG_ENDIAN;__BYTE_ORDER;__LITTLE_ENDIAN;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.
ConfigurationNotChecked	git-compat-util.h	1336	0	Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATHproc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;ETC_GITCONFIG=/usr/local/etc/gitconfig;__GNUC__;__i386__;__x86_64__;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.
ConfigurationNotChecked	git-compat-util.h	1336	0	Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATHproc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;ETC_GITCONFIG=/usr/local/etc/gitconfig;__GNUC__;__i386__;__x86_64__;__x86_64__;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.
uselessAssignmentArg	builtisparse-checkout.c	455	2	Assignment of function parameter has no effect outside the function.
uselessAssignmentArg	builtisparse-checkout.c	863	2	Assignment of function parameter has no effect outside the function.
uselessAssignmentArg	builtisparse-checkout.c	900	2	Assignment of function parameter has no effect outside the function.
variableScope	builtisparse-checkout.c	791	6	The scope of the variable 'default_patterns_nr' can be reduced.
unreadVariable	builtisparse-checkout.c	863	7	Variable 'argc' is assigned a value that is never used.
shadowVariable	builtifetch-pack.c	242	7	Local variable 'i' shadows outer variable
variableScope	builticheck-ignore.c	74	14	The scope of the variable 'full_path' can be reduced.
variableScope	builticheck-ignore.c	77	23	The scope of the variable 'pattern' can be reduced.
varFuncNullUB	builtirevert.c	182	77	Passing NULL after the last typed argument to a variadic function leads to undefined behaviour.
varFuncNullUB	builtirevert.c	196	29	Passing NULL after the last typed argument to a variadic function leads to undefined behaviour.
unknownMacro	builtirepack.c	522	3	There is an unknown macro here somewhere. Configuration is required. If for_each_string_list_item is a macro then please configure it.
uselessAssignmentArg	builtidiagnose.c	32	2	Assignment of function parameter has no effect outside the function.
nullPointerRedundantCheck	builtiunpack-objects.c	238	23	Either the condition '!obj_buf' is redundant or there is possible null pointer dereference: obj_buf.
nullPointerRedundantCheck	builtiunpack-objects.c	300	3	Either the condition '!obj' is redundant or there is possible null pointer dereference: obj.
nullPointerRedundantCheck	builtiunpack-objects.c	411	3	Either the condition '!blob' is redundant or there is possible null pointer dereference: blob.
variableScope	builtiunpack-objects.c	460	16	The scope of the variable 'mid' can be reduced.
shadowArgument	builtiunpack-objects.c	228	7	Local variable 'type' shadows outer argument
unknownMacro	builtiremote.c	1451	2	There is an unknown macro here somewhere. Configuration is required. If for_each_string_list_item is a macro then please configure it.
uselessAssignmentArg	builtipull.c	506	3	Assignment of function parameter has no effect outside the function.
unreadVariable	builtipull.c	506	7	Variable 'argc' is assigned a value that is never used.
uselessAssignmentArg	builtirev-parse.c	525	2	Assignment of function parameter has no effect outside the function.
nullPointerRedundantCheck	builtirev-parse.c	721	10	Either the condition '!gitdir' is redundant or there is possible null pointer dereference: gitdir.
nullPointerRedundantCheck	builtirev-parse.c	772	17	Either the condition '!arg' is redundant or there is possible null pointer dereference: arg.
shadowVariable	builtirev-parse.c	709	9	Local variable 'i' shadows outer variable
shadowVariable	builtirev-parse.c	1013	30	Local variable 'oid' shadows outer variable
ConfigurationNotChecked	companonblock.c	11	0	Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATH=/proc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;O_NONBLOCK' since the value of 'O_NONBLOCK' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.
shadowVariable	builtils-remote.c	90	7	Local variable 'i' shadows outer variable
shadowVariable	builtils-remote.c	149	32	Local variable 'ref' shadows outer variable
uselessAssignmentArg	builticredential-cache--daemon.c	282	2	Assignment of function parameter has no effect outside the function.
uselessAssignmentArg	builticredential-cache--daemon.c	315	2	Assignment of function parameter has no effect outside the function.
unknownMacro	builtidescribe.c	610	4	There is an unknown macro here somewhere. Configuration is required. If for_each_string_list_item is a macro then please configure it.
nullPointerRedundantCheck	tracetr2_tgt_normal.c	173	37	Either the condition 'parent_names' is redundant or there is possible null pointer dereference: parent_names++.
nullPointerArithmeticRedundantCheck	tracetr2_tgt_normal.c	173	37	Either the condition 'parent_names' is redundant or there is pointer arithmetic with NULL pointer.
variableScope	compasimple-ipc/ipc-unix-socket.c	588	6	The scope of the variable 'fd' can be reduced.
variableScope	compasimple-ipc/ipc-unix-socket.c	588	10	The scope of the variable 'io' can be reduced.
variableScope	compasimple-ipc/ipc-unix-socket.c	643	6	The scope of the variable 'result' can be reduced.
shadowVariable	builtimv.c	256	30	Local variable 'ce' shadows outer variable
shadowVariable	builtimv.c	334	31	Local variable 'ce' shadows outer variable
unknownMacro	builtifsmonitor--daemon.c	644	1	There is an unknown macro here somewhere. Configuration is required. If KHASH_INIT is a macro then please configure it.
unknownMacro	builtilog.c	189	3	There is an unknown macro here somewhere. Configuration is required. If for_each_string_list_item is a macro then please configure it.
